TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,Event Technology,Event LTE Events,Event 5G-NR Events,Event 5G-NR/LTE Events,5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving PCI MOD 3,5G KPI PCell RF Serving PCI MOD 4,5G KPI PCell RF Serving PCI MOD 12,5G KPI PCell RF Serving PCI MOD 30,5G KPI PCell RF NR-ARFCN,5G KPI PCell RF Band,5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Subcarrier Spacing,5G KPI PCell RF Duplex Mode,5G KPI PCell RF Tx Beam ID 0,5G KPI PCell RF Rx Beam ID 0,5G KPI PCell RF Rx Beam ID 1,5G KPI PCell RF Serving PCI-SSB Idx,5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF Serving SS-RSRQ [dB],5G KPI PCell RF Serving SS-SINR [dB],5G KPI PCell RF Best Beam SSB Idx,5G KPI PCell RF Best Beam SS-RSRP [dBm],5G KPI PCell RF Best Beam SS-RSRQ [dB],5G KPI PCell RF Best Beam State,5G KPI PCell RF Best Beam CSI-RSRP[SSBRI] [dBm],5G KPI PCell RF Pathloss [dB],5G KPI PCell RF RI,5G KPI PCell RF RI1 Rate [%],5G KPI PCell RF RI2 Rate [%],5G KPI PCell RF RI3 Rate [%],5G KPI PCell RF RI4 Rate [%],5G KPI PCell RF CQI,5G KPI PCell RF PMI i(2),5G KPI PCell RF LI,5G KPI PCell RF LI1 Rate,5G KPI PCell RF LI2 Rate,5G KPI PCell RF LI3 Rate,5G KPI PCell RF LI4 Rate,5G KPI PCell RF CRI,5G KPI PCell RF TA,5G KPI PCell RF PRACH Power [dBm],5G KPI PCell RF PUSCH Power [dBm],5G KPI PCell RF PUCCH Power [dBm],5G KPI PCell RF SRS Power [dBm],5G KPI PCell RF ENDC Tx Power [dBm],5G KPI PCell RF Neighbor Top1 PCI,5G KPI PCell RF Neighbor Top1 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top1 SS-RSRQ [dB],5G KPI PCell RF Neighbor Top2 PCI,5G KPI PCell RF Neighbor Top2 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top2 SS-RSRQ [dB],5G KPI PCell Layer1 RACH Reason,5G KPI PCell Layer1 RACH Contention Type,5G KPI PCell Layer1 RACH Result,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 DL Layer Num (Mode),5G KPI PCell Layer1 DL Layer Num (Avg),5G KPI PCell Layer1 UL Layer Num (Mode),5G KPI PCell Layer1 UL Layer Num (Avg),5G KPI PCell Layer1 DL MIMO,5G KPI PCell Layer1 UL MIMO,5G KPI PCell Layer1 DL MCS (Mode),5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 UL MCS (Mode),5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 DL RB Num (Mode),5G KPI PCell Layer1 DL RB Num (Avg),5G KPI PCell Layer1 DL RB Num (Including 0),5G KPI PCell Layer1 UL RB Num (Mode),5G KPI PCell Layer1 UL RB Num (Avg),5G KPI PCell Layer1 UL RB Num (Including 0),5G KPI PCell Layer1 PDSCH Throughput [Mbps],5G KPI PCell Layer1 PUSCH Throughput [Mbps],5G KPI PCell Layer1 DL BWP ID,5G KPI PCell Layer1 UL BWP ID,5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI SCell[1] RF Serving PCI,5G KPI SCell[1] RF NR-ARFCN,5G KPI SCell[1] RF Band,5G KPI SCell[1] RF BandWidth,5G KPI SCell[1] RF Frequency [MHz],5G KPI SCell[1] RF Subcarrier Spacing,5G KPI SCell[1] RF Serving PCI-SSB Idx,5G KPI SCell[1] RF Serving SSB Idx,5G KPI SCell[1] RF Serving SS-RSRP [dBm],5G KPI SCell[1] RF Serving SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam SSB Idx,5G KPI SCell[1] RF Best Beam SS-RSRP [dBm],5G KPI SCell[1] RF Best Beam SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam State,5G KPI SCell[1] RF RI,5G KPI SCell[1] RF RI1 Rate,5G KPI SCell[1] RF RI2 Rate,5G KPI SCell[1] RF RI3 Rate,5G KPI SCell[1] RF RI4 Rate,5G KPI SCell[1] RF CQI,5G KPI SCell[1] RF PMI i(2),5G KPI SCell[1] RF LI,5G KPI SCell[1] RF LI1 Rate,5G KPI SCell[1] RF LI2 Rate,5G KPI SCell[1] RF LI3 Rate,5G KPI SCell[1] RF LI4 Rate,5G KPI SCell[1] RF CRI,5G KPI SCell[1] RF SRS Power,5G KPI SCell[1] RF Neighbor Top1 PCI,5G KPI SCell[1] RF Neighbor Top1 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top1 SS-RSRQ [dB],5G KPI SCell[1] RF Neighbor Top2 PCI,5G KPI SCell[1] RF Neighbor Top2 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top2 SS-RSRQ [dB],5G KPI SCell[1] Layer1 DL BLER [%],5G KPI SCell[1] Layer1 DL Layer Num (Mode),5G KPI SCell[1] Layer1 DL Layer Num (Avg),5G KPI SCell[1] Layer1 DL MIMO,5G KPI SCell[1] Layer1 DL MCS (Mode),5G KPI SCell[1] Layer1 DL MCS (Avg),5G KPI SCell[1] Layer1 DL RB Num (Mode),5G KPI SCell[1] Layer1 DL RB Num (Avg),5G KPI SCell[1] Layer1 DL RB Num (Including 0),5G KPI SCell[1] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[1] Layer1 PUSCH Throughput [Mbps],5G KPI SCell[1] Layer1 DL BWP ID,5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] RF Serving PCI,5G KPI SCell[2] RF NR-ARFCN,5G KPI SCell[2] RF Band,5G KPI SCell[2] RF BandWidth,5G KPI SCell[2] RF Frequency [MHz],5G KPI SCell[2] RF Subcarrier Spacing,5G KPI SCell[2] RF Serving PCI-SSB Idx,5G KPI SCell[2] RF Serving SSB Idx,5G KPI SCell[2] RF Serving SS-RSRP [dBm],5G KPI SCell[2] RF Serving SS-RSRQ [dB],5G KPI SCell[2] RF Best Beam SSB Idx,5G KPI SCell[2] RF Best Beam SS-RSRP [dBm],5G KPI SCell[2] RF Best Beam SS-RSRQ [dB],5G KPI SCell[2] RF Best Beam State,5G KPI SCell[2] RF Neighbor Top1 PCI,5G KPI SCell[2] RF Neighbor Top1 SS-RSRP [dBm],5G KPI SCell[2] RF Neighbor Top1 SS-RSRQ [dB],5G KPI SCell[2] RF Neighbor Top2 PCI,5G KPI SCell[2] RF Neighbor Top2 SS-RSRP [dBm],5G KPI SCell[2] RF Neighbor Top2 SS-RSRQ [dB],5G KPI SCell[2] RF Neighbor Top3 PCI,5G KPI SCell[2] RF Neighbor Top3 SS-RSRP [dBm],5G KPI SCell[2] RF Neighbor Top3 SS-RSRQ [dB],5G KPI SCell[2] Layer1 DL BLER [%],5G KPI SCell[2] Layer1 DL Layer Num (Mode),5G KPI SCell[2] Layer1 DL Layer Num (Avg),5G KPI SCell[2] Layer1 DL MIMO,5G KPI SCell[2] Layer1 DL MCS (Mode),5G KPI SCell[2] Layer1 DL MCS (Avg),5G KPI SCell[2] Layer1 DL RB Num (Mode),5G KPI SCell[2] Layer1 DL RB Num (Avg),5G KPI SCell[2] Layer1 DL RB Num (Including 0),5G KPI SCell[2] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[2] Layer1 DL BWP ID,5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] RF Serving PCI,5G KPI SCell[3] RF NR-ARFCN,5G KPI SCell[3] RF Band,5G KPI SCell[3] RF BandWidth,5G KPI SCell[3] RF Frequency [MHz],5G KPI SCell[3] RF Subcarrier Spacing,5G KPI SCell[3] RF Serving PCI-SSB Idx,5G KPI SCell[3] RF Serving SSB Idx,5G KPI SCell[3] RF Serving SS-RSRP [dBm],5G KPI SCell[3] RF Serving SS-RSRQ [dB],5G KPI SCell[3] RF Best Beam SSB Idx,5G KPI SCell[3] RF Best Beam SS-RSRP [dBm],5G KPI SCell[3] RF Best Beam SS-RSRQ [dB],5G KPI SCell[3] RF Best Beam State,5G KPI SCell[3] RF Neighbor Top1 PCI,5G KPI SCell[3] RF Neighbor Top1 SS-RSRP [dBm],5G KPI SCell[3] RF Neighbor Top1 SS-RSRQ [dB],5G KPI SCell[3] RF Neighbor Top2 PCI,5G KPI SCell[3] RF Neighbor Top2 SS-RSRP [dBm],5G KPI SCell[3] RF Neighbor Top2 SS-RSRQ [dB],5G KPI SCell[3] Layer1 DL BLER [%],5G KPI SCell[3] Layer1 DL Layer Num (Mode),5G KPI SCell[3] Layer1 DL Layer Num (Avg),5G KPI SCell[3] Layer1 DL MIMO,5G KPI SCell[3] Layer1 DL MCS (Mode),5G KPI SCell[3] Layer1 DL MCS (Avg),5G KPI SCell[3] Layer1 DL RB Num (Mode),5G KPI SCell[3] Layer1 DL RB Num (Avg),5G KPI SCell[3] Layer1 DL RB Num (Including 0),5G KPI SCell[3] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[3] Layer1 DL BWP ID,5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] RF Serving PCI,5G KPI SCell[4] RF NR-ARFCN,5G KPI SCell[4] RF Band,5G KPI SCell[4] RF BandWidth,5G KPI SCell[4] RF Frequency [MHz],5G KPI SCell[4] RF Subcarrier Spacing,5G KPI SCell[4] RF Serving PCI-SSB Idx,5G KPI SCell[4] RF Serving SSB Idx,5G KPI SCell[4] RF Serving SS-RSRP [dBm],5G KPI SCell[4] RF Serving SS-RSRQ [dB],5G KPI SCell[4] RF Best Beam SSB Idx,5G KPI SCell[4] RF Best Beam SS-RSRP [dBm],5G KPI SCell[4] RF Best Beam SS-RSRQ [dB],5G KPI SCell[4] RF Best Beam State,5G KPI SCell[4] RF Neighbor Top1 PCI,5G KPI SCell[4] RF Neighbor Top1 SS-RSRP [dBm],5G KPI SCell[4] RF Neighbor Top1 SS-RSRQ [dB],5G KPI SCell[4] RF Neighbor Top2 PCI,5G KPI SCell[4] RF Neighbor Top2 SS-RSRP [dBm],5G KPI SCell[4] RF Neighbor Top2 SS-RSRQ [dB],5G KPI SCell[4] Layer1 DL BLER [%],5G KPI SCell[4] Layer1 DL Layer Num (Mode),5G KPI SCell[4] Layer1 DL Layer Num (Avg),5G KPI SCell[4] Layer1 DL MCS (Mode),5G KPI SCell[4] Layer1 DL MCS (Avg),5G KPI SCell[4] Layer1 DL RB Num (Mode),5G KPI SCell[4] Layer1 DL RB Num (Avg),5G KPI SCell[4] Layer1 DL RB Num (Including 0),5G KPI SCell[4] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[4] Layer1 DL BWP ID,5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] RF Serving PCI,5G KPI SCell[5] RF NR-ARFCN,5G KPI SCell[5] RF Band,5G KPI SCell[5] RF BandWidth,5G KPI SCell[5] RF Frequency [MHz],5G KPI SCell[5] RF Subcarrier Spacing,5G KPI SCell[5] RF Serving PCI-SSB Idx,5G KPI SCell[5] RF Serving SSB Idx,5G KPI SCell[5] RF Serving SS-RSRP [dBm],5G KPI SCell[5] RF Serving SS-RSRQ [dB],5G KPI SCell[5] RF Best Beam SSB Idx,5G KPI SCell[5] RF Best Beam SS-RSRP [dBm],5G KPI SCell[5] RF Best Beam SS-RSRQ [dB],5G KPI SCell[5] RF Best Beam State,5G KPI SCell[5] RF Neighbor Top1 PCI,5G KPI SCell[5] RF Neighbor Top1 SS-RSRP [dBm],5G KPI SCell[5] RF Neighbor Top1 SS-RSRQ [dB],5G KPI SCell[5] RF Neighbor Top2 PCI,5G KPI SCell[5] RF Neighbor Top2 SS-RSRP [dBm],5G KPI SCell[5] RF Neighbor Top2 SS-RSRQ [dB],5G KPI SCell[5] Layer1 DL BLER [%],5G KPI SCell[5] Layer1 DL Layer Num (Mode),5G KPI SCell[5] Layer1 DL Layer Num (Avg),5G KPI SCell[5] Layer1 DL MCS (Mode),5G KPI SCell[5] Layer1 DL MCS (Avg),5G KPI SCell[5] Layer1 DL RB Num (Mode),5G KPI SCell[5] Layer1 DL RB Num (Avg),5G KPI SCell[5] Layer1 DL RB Num (Including 0),5G KPI SCell[5] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[5] Layer1 DL BWP ID,5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI Total Info DL CA Type,5G KPI Total Info UL CA Type,5G KPI Total Info BandCombination,5G KPI Total Info Layer1 DL BLER [%],5G KPI Total Info Layer1 UL BLER [%],5G KPI Total Info Layer1 DL RB Num(Including 0),5G KPI Total Info Layer1 UL RB Num(Including 0),5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info Layer2 MAC UL Throughput [Mbps],5G KPI Total Info Layer2 RLC DL Throughput [Mbps],5G KPI Total Info Layer2 RLC UL Throughput [Mbps],5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps],5G KPI Total Info Layer2 PDCP UL Throughput(+Split Bearer) [Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
2022-11-29 16:47:37.600000,-71.089989,42.334610,-71.089990,42.334610,16:47:37,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-29 16:47:37.700000,-71.089989,42.334610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-11-29 16:47:38.000000,-71.089989,42.334610,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-29 16:47:38.200000,-71.089989,42.334610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-11-29 16:47:38.600000,-71.089989,42.334610,-71.089990,42.334610,16:47:38,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-29 16:47:38.700000,-71.089989,42.334610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-11-29 16:47:39.200000,-71.089989,42.334610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-11-29 16:47:39.600000,-71.089989,42.334610,-71.089990,42.334610,16:47:39,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-29 16:47:39.700000,-71.089989,42.334610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-11-29 16:47:40.000000,-71.089989,42.334610,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-29 16:47:40.200000,-71.089989,42.334610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-11-29 16:47:40.600000,-71.089989,42.334610,-71.089990,42.334610,16:47:40,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-29 16:47:40.700000,-71.089989,42.334610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-11-29 16:47:41.000000,-71.089989,42.334610,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-29 16:47:41.200000,-71.089989,42.334610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-11-29 16:47:41.600000,-71.089989,42.334610,-71.089990,42.334610,16:47:41,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-29 16:47:41.700000,-71.089989,42.334610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-11-29 16:47:42.000000,-71.089989,42.334610,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-29 16:47:42.200000,-71.089989,42.334610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-11-29 16:47:42.600000,-71.089989,42.334610,-71.089990,42.334610,16:47:42,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-29 16:47:42.700000,-71.089989,42.334610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
